CUPS;Fecha;Hora;AE_kWh;AS_KWh;AE_AUTOCONS_kWh;REAL/ESTIMADO,
ES0031405462253006LB0F;02/04/2023;5;0,072;;;R
ES0031405462253006LB0F;02/04/2023;6;0,077;;;R
ES0031405462253006LB0F;02/04/2023;7;0,053;;;R
ES0031405462253006LB0F;02/04/2023;8;0,093;;;R
ES0031405462253006LB0F;02/04/2023;9;0,052;;;R
ES0031405462253006LB0F;02/04/2023;10;0,116;;;R
ES0031405462253006LB0F;02/04/2023;11;0,167;;;R
ES0031405462253006LB0F;02/04/2023;12;0,225;;;R
ES0031405462253006LB0F;02/04/2023;13;0,075;;;R
ES0031405462253006LB0F;02/04/2023;14;0,876;;;R
ES0031405462253006LB0F;02/04/2023;15;0,145;;;R
ES0031405462253006LB0F;02/04/2023;16;0,113;;;R
ES0031405462253006LB0F;02/04/2023;17;0,08;;;R
ES0031405462253006LB0F;02/04/2023;18;0,051;;;R
ES0031405462253006LB0F;02/04/2023;19;0,142;;;R
ES0031405462253006LB0F;02/04/2023;20;0,048;;;R
ES0031405462253006LB0F;02/04/2023;21;0,219;;;R
ES0031405462253006LB0F;02/04/2023;22;0,368;;;R
ES0031405462253006LB0F;02/04/2023;23;0,085;;;R
ES0031405462253006LB0F;02/04/2023;24;0,1;;;R
ES0031405462253006LB0F;03/04/2023;1;0,047;;;R
ES0031405462253006LB0F;03/04/2023;2;0,073;;;R
ES0031405462253006LB0F;03/04/2023;3;0,059;;;R
ES0031405462253006LB0F;03/04/2023;4;0,07;;;R
ES0031405462253006LB0F;03/04/2023;5;0,051;;;R
ES0031405462253006LB0F;03/04/2023;6;0,065;;;R
ES0031405462253006LB0F;03/04/2023;7;0,051;;;R
ES0031405462253006LB0F;03/04/2023;8;0,181;;;R
ES0031405462253006LB0F;03/04/2023;9;0,529;;;R
ES0031405462253006LB0F;03/04/2023;10;0,082;;;R
ES0031405462253006LB0F;03/04/2023;11;0,241;;;R
ES0031405462253006LB0F;03/04/2023;12;0,339;;;R
ES0031405462253006LB0F;03/04/2023;13;0,125;;;R
ES0031405462253006LB0F;03/04/2023;14;0,082;;;R
ES0031405462253006LB0F;03/04/2023;15;0,587;;;R
ES0031405462253006LB0F;03/04/2023;16;0,226;;;R
ES0031405462253006LB0F;03/04/2023;17;0,091;;;R
ES0031405462253006LB0F;03/04/2023;18;0,239;;;R
ES0031405462253006LB0F;03/04/2023;19;0,314;;;R
ES0031405462253006LB0F;03/04/2023;20;0,166;;;R
ES0031405462253006LB0F;03/04/2023;21;0,238;;;R
ES0031405462253006LB0F;03/04/2023;22;1,248;;;R
ES0031405462253006LB0F;03/04/2023;23;0,329;;;R
ES0031405462253006LB0F;03/04/2023;24;0,145;;;R
ES0031405462253006LB0F;04/04/2023;1;0,034;;;R
ES0031405462253006LB0F;04/04/2023;2;0,074;;;R
ES0031405462253006LB0F;04/04/2023;3;0,031;;;R
ES0031405462253006LB0F;04/04/2023;4;0,082;;;R
ES0031405462253006LB0F;04/04/2023;5;0,031;;;R
ES0031405462253006LB0F;04/04/2023;6;0,082;;;R
ES0031405462253006LB0F;04/04/2023;7;0,033;;;R
ES0031405462253006LB0F;04/04/2023;8;0,142;;;R
ES0031405462253006LB0F;04/04/2023;9;0,19;;;R
ES0031405462253006LB0F;04/04/2023;10;0,132;;;R
ES0031405462253006LB0F;04/04/2023;11;0,487;;;R
ES0031405462253006LB0F;04/04/2023;12;0,121;;;R
ES0031405462253006LB0F;04/04/2023;13;0,118;;;R
ES0031405462253006LB0F;04/04/2023;14;0,071;;;R
ES0031405462253006LB0F;04/04/2023;15;0,932;;;R
ES0031405462253006LB0F;04/04/2023;16;0,109;;;R
ES0031405462253006LB0F;04/04/2023;17;0,092;;;R
ES0031405462253006LB0F;04/04/2023;18;0,823;;;R
ES0031405462253006LB0F;04/04/2023;19;0,204;;;R
ES0031405462253006LB0F;04/04/2023;20;0,347;;;R
ES0031405462253006LB0F;04/04/2023;21;0,722;;;R
ES0031405462253006LB0F;04/04/2023;22;0,121;;;R
ES0031405462253006LB0F;04/04/2023;23;0,132;;;R
ES0031405462253006LB0F;04/04/2023;24;0,089;;;R
ES0031405462253006LB0F;05/04/2023;1;0,141;;;R
ES0031405462253006LB0F;05/04/2023;2;0,041;;;R
ES0031405462253006LB0F;05/04/2023;3;0,077;;;R
ES0031405462253006LB0F;05/04/2023;4;0,031;;;R
ES0031405462253006LB0F;05/04/2023;5;0,081;;;R
ES0031405462253006LB0F;05/04/2023;6;0,034;;;R
ES0031405462253006LB0F;05/04/2023;7;0,055;;;R
ES0031405462253006LB0F;05/04/2023;8;0,155;;;R
ES0031405462253006LB0F;05/04/2023;9;0,122;;;R
ES0031405462253006LB0F;05/04/2023;10;0,115;;;R
ES0031405462253006LB0F;05/04/2023;11;0,033;;;R
ES0031405462253006LB0F;05/04/2023;12;0,349;;;R
ES0031405462253006LB0F;05/04/2023;13;0,068;;;R
ES0031405462253006LB0F;05/04/2023;14;0,069;;;R
ES0031405462253006LB0F;05/04/2023;15;0,057;;;R
ES0031405462253006LB0F;05/04/2023;16;0,396;;;R
ES0031405462253006LB0F;05/04/2023;17;0,088;;;R
ES0031405462253006LB0F;05/04/2023;18;0,075;;;R
ES0031405462253006LB0F;05/04/2023;19;0,384;;;R
ES0031405462253006LB0F;05/04/2023;20;0,075;;;R
ES0031405462253006LB0F;05/04/2023;21;0,077;;;R
ES0031405462253006LB0F;05/04/2023;22;0,066;;;R
ES0031405462253006LB0F;05/04/2023;23;0,061;;;R
ES0031405462253006LB0F;05/04/2023;24;0,17;;;R
ES0031405462253006LB0F;06/04/2023;1;0,147;;;R
ES0031405462253006LB0F;06/04/2023;2;0,113;;;R
ES0031405462253006LB0F;06/04/2023;3;0,105;;;R
ES0031405462253006LB0F;06/04/2023;4;0,039;;;R
ES0031405462253006LB0F;06/04/2023;5;0,073;;;R
ES0031405462253006LB0F;06/04/2023;6;0,037;;;R
ES0031405462253006LB0F;06/04/2023;7;0,081;;;R
ES0031405462253006LB0F;06/04/2023;8;0,129;;;R
ES0031405462253006LB0F;06/04/2023;9;0,211;;;R
ES0031405462253006LB0F;06/04/2023;10;0,204;;;R
ES0031405462253006LB0F;06/04/2023;11;0,166;;;R
ES0031405462253006LB0F;06/04/2023;12;0,482;;;R
ES0031405462253006LB0F;06/04/2023;13;0,097;;;R
ES0031405462253006LB0F;06/04/2023;14;0,094;;;R
ES0031405462253006LB0F;06/04/2023;15;0,103;;;R
ES0031405462253006LB0F;06/04/2023;16;0,079;;;R
ES0031405462253006LB0F;06/04/2023;17;0,049;;;R
ES0031405462253006LB0F;06/04/2023;18;0,099;;;R
ES0031405462253006LB0F;06/04/2023;19;0,064;;;R
ES0031405462253006LB0F;06/04/2023;20;0,236;;;R
ES0031405462253006LB0F;06/04/2023;21;0,127;;;R
ES0031405462253006LB0F;06/04/2023;22;0,169;;;R
ES0031405462253006LB0F;06/04/2023;23;0,29;;;R
ES0031405462253006LB0F;06/04/2023;24;0,161;;;R
ES0031405462253006LB0F;07/04/2023;1;0,121;;;R
ES0031405462253006LB0F;07/04/2023;2;0,137;;;R
ES0031405462253006LB0F;07/04/2023;3;0,077;;;R
ES0031405462253006LB0F;07/04/2023;4;0,103;;;R
ES0031405462253006LB0F;07/04/2023;5;0,049;;;R
ES0031405462253006LB0F;07/04/2023;6;0,099;;;R
ES0031405462253006LB0F;07/04/2023;7;0,045;;;R
ES0031405462253006LB0F;07/04/2023;8;0,074;;;R
ES0031405462253006LB0F;07/04/2023;9;0,054;;;R
ES0031405462253006LB0F;07/04/2023;10;0,147;;;R
ES0031405462253006LB0F;07/04/2023;11;0,074;;;R
ES0031405462253006LB0F;07/04/2023;12;0,41;;;R
ES0031405462253006LB0F;07/04/2023;13;0,136;;;R
ES0031405462253006LB0F;07/04/2023;14;0,041;;;R
ES0031405462253006LB0F;07/04/2023;15;0,072;;;R
ES0031405462253006LB0F;07/04/2023;16;0,031;;;R
ES0031405462253006LB0F;07/04/2023;17;0,091;;;R
ES0031405462253006LB0F;07/04/2023;18;0,193;;;R
ES0031405462253006LB0F;07/04/2023;19;0,065;;;R
ES0031405462253006LB0F;07/04/2023;20;0,116;;;R
ES0031405462253006LB0F;07/04/2023;21;0,112;;;R
ES0031405462253006LB0F;07/04/2023;22;0,134;;;R
ES0031405462253006LB0F;07/04/2023;23;0,039;;;R
ES0031405462253006LB0F;07/04/2023;24;0,08;;;R
ES0031405462253006LB0F;08/04/2023;1;0,095;;;R
ES0031405462253006LB0F;08/04/2023;2;0,071;;;R
ES0031405462253006LB0F;08/04/2023;3;0,083;;;R
ES0031405462253006LB0F;08/04/2023;4;0,033;;;R
ES0031405462253006LB0F;08/04/2023;5;0,076;;;R
ES0031405462253006LB0F;08/04/2023;6;0,044;;;R
ES0031405462253006LB0F;08/04/2023;7;0,041;;;R
ES0031405462253006LB0F;08/04/2023;8;0,081;;;R
ES0031405462253006LB0F;08/04/2023;9;0,033;;;R
ES0031405462253006LB0F;08/04/2023;10;0,072;;;R
ES0031405462253006LB0F;08/04/2023;11;0,053;;;R
ES0031405462253006LB0F;08/04/2023;12;0,354;;;R
ES0031405462253006LB0F;08/04/2023;13;0,145;;;R
ES0031405462253006LB0F;08/04/2023;14;0,089;;;R
ES0031405462253006LB0F;08/04/2023;15;0,086;;;R
ES0031405462253006LB0F;08/04/2023;16;0,373;;;R
ES0031405462253006LB0F;08/04/2023;17;0,112;;;R
ES0031405462253006LB0F;08/04/2023;18;0,072;;;R
ES0031405462253006LB0F;08/04/2023;19;0,041;;;R
ES0031405462253006LB0F;08/04/2023;20;0,076;;;R
ES0031405462253006LB0F;08/04/2023;21;0,041;;;R
ES0031405462253006LB0F;08/04/2023;22;0,053;;;R
ES0031405462253006LB0F;08/04/2023;23;0,335;;;R
ES0031405462253006LB0F;08/04/2023;24;0,076;;;R
ES0031405462253006LB0F;09/04/2023;1;0,126;;;R
ES0031405462253006LB0F;09/04/2023;2;0,099;;;R
ES0031405462253006LB0F;09/04/2023;3;0,114;;;R
ES0031405462253006LB0F;09/04/2023;4;0,07;;;R
ES0031405462253006LB0F;09/04/2023;5;0,088;;;R
ES0031405462253006LB0F;09/04/2023;6;0,091;;;R
ES0031405462253006LB0F;09/04/2023;7;0,065;;;R
ES0031405462253006LB0F;09/04/2023;8;0,101;;;R
ES0031405462253006LB0F;09/04/2023;9;0,163;;;R
ES0031405462253006LB0F;09/04/2023;10;0,515;;;R
ES0031405462253006LB0F;09/04/2023;11;0,031;;;R
ES0031405462253006LB0F;09/04/2023;12;0,055;;;R
ES0031405462253006LB0F;09/04/2023;13;0,058;;;R
ES0031405462253006LB0F;09/04/2023;14;0,031;;;R
ES0031405462253006LB0F;09/04/2023;15;0,084;;;R
ES0031405462253006LB0F;09/04/2023;16;0,032;;;R
ES0031405462253006LB0F;09/04/2023;17;0,059;;;R
ES0031405462253006LB0F;09/04/2023;18;0,056;;;R
ES0031405462253006LB0F;09/04/2023;19;0,032;;;R
ES0031405462253006LB0F;09/04/2023;20;0,086;;;R
ES0031405462253006LB0F;09/04/2023;21;0,255;;;R
ES0031405462253006LB0F;09/04/2023;22;0,228;;;R
ES0031405462253006LB0F;09/04/2023;23;0,295;;;R
ES0031405462253006LB0F;09/04/2023;24;0,129;;;R
ES0031405462253006LB0F;10/04/2023;1;0,255;;;R
ES0031405462253006LB0F;10/04/2023;2;0,108;;;R
ES0031405462253006LB0F;10/04/2023;3;0,084;;;R
ES0031405462253006LB0F;10/04/2023;4;0,032;;;R
ES0031405462253006LB0F;10/04/2023;5;0,076;;;R
ES0031405462253006LB0F;10/04/2023;6;0,039;;;R
ES0031405462253006LB0F;10/04/2023;7;0,047;;;R
ES0031405462253006LB0F;10/04/2023;8;0,062;;;R
ES0031405462253006LB0F;10/04/2023;9;0,031;;;R
ES0031405462253006LB0F;10/04/2023;10;0,083;;;R
ES0031405462253006LB0F;10/04/2023;11;0,318;;;R
ES0031405462253006LB0F;10/04/2023;12;0,355;;;R
ES0031405462253006LB0F;10/04/2023;13;0,094;;;R
ES0031405462253006LB0F;10/04/2023;14;0,193;;;R
ES0031405462253006LB0F;10/04/2023;15;0,067;;;R
ES0031405462253006LB0F;10/04/2023;16;0,06;;;R
ES0031405462253006LB0F;10/04/2023;17;0,075;;;R
ES0031405462253006LB0F;10/04/2023;18;0,11;;;R
ES0031405462253006LB0F;10/04/2023;19;0,134;;;R
ES0031405462253006LB0F;10/04/2023;20;0,126;;;R
ES0031405462253006LB0F;10/04/2023;21;0,186;;;R
ES0031405462253006LB0F;10/04/2023;22;0,265;;;R
ES0031405462253006LB0F;10/04/2023;23;0,067;;;R
ES0031405462253006LB0F;10/04/2023;24;0,098;;;R
ES0031405462253006LB0F;11/04/2023;1;0,09;;;R
ES0031405462253006LB0F;11/04/2023;2;0,038;;;R
ES0031405462253006LB0F;11/04/2023;3;0,08;;;R
ES0031405462253006LB0F;11/04/2023;4;0,046;;;R
ES0031405462253006LB0F;11/04/2023;5;0,063;;;R
ES0031405462253006LB0F;11/04/2023;6;0,054;;;R
ES0031405462253006LB0F;11/04/2023;7;0,051;;;R
ES0031405462253006LB0F;11/04/2023;8;0,154;;;R
ES0031405462253006LB0F;11/04/2023;9;0,104;;;R
ES0031405462253006LB0F;11/04/2023;10;0,113;;;R
ES0031405462253006LB0F;11/04/2023;11;0,116;;;R
ES0031405462253006LB0F;11/04/2023;12;0,412;;;R
ES0031405462253006LB0F;11/04/2023;13;0,137;;;R
ES0031405462253006LB0F;11/04/2023;14;0,187;;;R
ES0031405462253006LB0F;11/04/2023;15;0,65;;;R
ES0031405462253006LB0F;11/04/2023;16;0,119;;;R
ES0031405462253006LB0F;11/04/2023;17;0,197;;;R
ES0031405462253006LB0F;11/04/2023;18;0,126;;;R
ES0031405462253006LB0F;11/04/2023;19;0,19;;;R
ES0031405462253006LB0F;11/04/2023;20;0,083;;;R
ES0031405462253006LB0F;11/04/2023;21;1,328;;;R
ES0031405462253006LB0F;11/04/2023;22;0,266;;;R
ES0031405462253006LB0F;11/04/2023;23;0,112;;;R
ES0031405462253006LB0F;11/04/2023;24;0,093;;;R
ES0031405462253006LB0F;12/04/2023;1;0,143;;;R
ES0031405462253006LB0F;12/04/2023;2;0,051;;;R
ES0031405462253006LB0F;12/04/2023;3;0,094;;;R
ES0031405462253006LB0F;12/04/2023;4;0,032;;;R
ES0031405462253006LB0F;12/04/2023;5;0,085;;;R
ES0031405462253006LB0F;12/04/2023;6;0,034;;;R
ES0031405462253006LB0F;12/04/2023;7;0,091;;;R
ES0031405462253006LB0F;12/04/2023;8;0,143;;;R
ES0031405462253006LB0F;12/04/2023;9;0,213;;;R
ES0031405462253006LB0F;12/04/2023;10;0,053;;;R
ES0031405462253006LB0F;12/04/2023;11;0,078;;;R
ES0031405462253006LB0F;12/04/2023;12;0,274;;;R
ES0031405462253006LB0F;12/04/2023;13;0,081;;;R
ES0031405462253006LB0F;12/04/2023;14;0,032;;;R
ES0031405462253006LB0F;12/04/2023;15;0,272;;;R
ES0031405462253006LB0F;12/04/2023;16;0,325;;;R
ES0031405462253006LB0F;12/04/2023;17;0,126;;;R
ES0031405462253006LB0F;12/04/2023;18;0,155;;;R
ES0031405462253006LB0F;12/04/2023;19;0,083;;;R
ES0031405462253006LB0F;12/04/2023;20;0,032;;;R
ES0031405462253006LB0F;12/04/2023;21;0,077;;;R
ES0031405462253006LB0F;12/04/2023;22;0,04;;;R
ES0031405462253006LB0F;12/04/2023;23;0,208;;;R
ES0031405462253006LB0F;12/04/2023;24;0,072;;;R
ES0031405462253006LB0F;13/04/2023;1;0,096;;;R
ES0031405462253006LB0F;13/04/2023;2;0,045;;;R
ES0031405462253006LB0F;13/04/2023;3;0,074;;;R
ES0031405462253006LB0F;13/04/2023;4;0,062;;;R
ES0031405462253006LB0F;13/04/2023;5;0,065;;;R
ES0031405462253006LB0F;13/04/2023;6;0,058;;;R
ES0031405462253006LB0F;13/04/2023;7;0,183;;;R
ES0031405462253006LB0F;13/04/2023;8;0,124;;;R
ES0031405462253006LB0F;13/04/2023;9;0,052;;;R
ES0031405462253006LB0F;13/04/2023;10;0,055;;;R
ES0031405462253006LB0F;13/04/2023;11;0,215;;;R
ES0031405462253006LB0F;13/04/2023;12;0,131;;;R
ES0031405462253006LB0F;13/04/2023;13;0,083;;;R
ES0031405462253006LB0F;13/04/2023;14;0,086;;;R
ES0031405462253006LB0F;13/04/2023;15;0,042;;;R
ES0031405462253006LB0F;13/04/2023;16;0,092;;;R
ES0031405462253006LB0F;13/04/2023;17;0,143;;;R
ES0031405462253006LB0F;13/04/2023;18;0,211;;;R
ES0031405462253006LB0F;13/04/2023;19;0,078;;;R
ES0031405462253006LB0F;13/04/2023;20;0,112;;;R
ES0031405462253006LB0F;13/04/2023;21;0,212;;;R
ES0031405462253006LB0F;13/04/2023;22;0,219;;;R
ES0031405462253006LB0F;13/04/2023;23;0,206;;;R
ES0031405462253006LB0F;13/04/2023;24;0,081;;;R
ES0031405462253006LB0F;14/04/2023;1;0,049;;;R
ES0031405462253006LB0F;14/04/2023;2;0,08;;;R
ES0031405462253006LB0F;14/04/2023;3;0,034;;;R
ES0031405462253006LB0F;14/04/2023;4;0,087;;;R
ES0031405462253006LB0F;14/04/2023;5;0,033;;;R
ES0031405462253006LB0F;14/04/2023;6;0,08;;;R
ES0031405462253006LB0F;14/04/2023;7;0,032;;;R
ES0031405462253006LB0F;14/04/2023;8;0,18;;;R
ES0031405462253006LB0F;14/04/2023;9;0,069;;;R
ES0031405462253006LB0F;14/04/2023;10;0,193;;;R
ES0031405462253006LB0F;14/04/2023;11;0,09;;;R
ES0031405462253006LB0F;14/04/2023;12;0,449;;;R
ES0031405462253006LB0F;14/04/2023;13;0,137;;;R
ES0031405462253006LB0F;14/04/2023;14;0,068;;;R
ES0031405462253006LB0F;14/04/2023;15;0,062;;;R
ES0031405462253006LB0F;14/04/2023;16;0,037;;;R
ES0031405462253006LB0F;14/04/2023;17;0,097;;;R
ES0031405462253006LB0F;14/04/2023;18;0,085;;;R
ES0031405462253006LB0F;14/04/2023;19;0,101;;;R
ES0031405462253006LB0F;14/04/2023;20;0,099;;;R
ES0031405462253006LB0F;14/04/2023;21;0,248;;;R
ES0031405462253006LB0F;14/04/2023;22;0,117;;;R
ES0031405462253006LB0F;14/04/2023;23;0,113;;;R
ES0031405462253006LB0F;14/04/2023;24;0,031;;;R
ES0031405462253006LB0F;15/04/2023;1;0,084;;;R
ES0031405462253006LB0F;15/04/2023;2;0,111;;;R
ES0031405462253006LB0F;15/04/2023;3;0,12;;;R
ES0031405462253006LB0F;15/04/2023;4;0,073;;;R
ES0031405462253006LB0F;15/04/2023;5;0,088;;;R
ES0031405462253006LB0F;15/04/2023;6;0,067;;;R
ES0031405462253006LB0F;15/04/2023;7;0,045;;;R
ES0031405462253006LB0F;15/04/2023;8;0,068;;;R
ES0031405462253006LB0F;15/04/2023;9;0,035;;;R
ES0031405462253006LB0F;15/04/2023;10;0,079;;;R
ES0031405462253006LB0F;15/04/2023;11;0,18;;;R
ES0031405462253006LB0F;15/04/2023;12;0,374;;;R
ES0031405462253006LB0F;15/04/2023;13;0,104;;;R
ES0031405462253006LB0F;15/04/2023;14;0,159;;;R
ES0031405462253006LB0F;15/04/2023;15;0,069;;;R
ES0031405462253006LB0F;15/04/2023;16;0,091;;;R
ES0031405462253006LB0F;15/04/2023;17;0,032;;;R
ES0031405462253006LB0F;15/04/2023;18;0,078;;;R
ES0031405462253006LB0F;15/04/2023;19;0,037;;;R
ES0031405462253006LB0F;15/04/2023;20;0,067;;;R
ES0031405462253006LB0F;15/04/2023;21;0,048;;;R
ES0031405462253006LB0F;15/04/2023;22;0,055;;;R
ES0031405462253006LB0F;15/04/2023;23;0,059;;;R
ES0031405462253006LB0F;15/04/2023;24;0,044;;;R
ES0031405462253006LB0F;16/04/2023;1;0,074;;;R
ES0031405462253006LB0F;16/04/2023;2;0,032;;;R
ES0031405462253006LB0F;16/04/2023;3;0,119;;;R
ES0031405462253006LB0F;16/04/2023;4;0,035;;;R
ES0031405462253006LB0F;16/04/2023;5;0,082;;;R
ES0031405462253006LB0F;16/04/2023;6;0,039;;;R
ES0031405462253006LB0F;16/04/2023;7;0,069;;;R
ES0031405462253006LB0F;16/04/2023;8;0,056;;;R
ES0031405462253006LB0F;16/04/2023;9;0,042;;;R
ES0031405462253006LB0F;16/04/2023;10;0,085;;;R
ES0031405462253006LB0F;16/04/2023;11;0,084;;;R
ES0031405462253006LB0F;16/04/2023;12;0,391;;;R
ES0031405462253006LB0F;16/04/2023;13;0,074;;;R
ES0031405462253006LB0F;16/04/2023;14;0,165;;;R
ES0031405462253006LB0F;16/04/2023;15;0,038;;;R
ES0031405462253006LB0F;16/04/2023;16;0,08;;;R
ES0031405462253006LB0F;16/04/2023;17;0,031;;;R
ES0031405462253006LB0F;16/04/2023;18;0,854;;;R
ES0031405462253006LB0F;16/04/2023;19;0,081;;;R
ES0031405462253006LB0F;16/04/2023;20;0,102;;;R
ES0031405462253006LB0F;16/04/2023;21;0,088;;;R
ES0031405462253006LB0F;16/04/2023;22;0,105;;;R
ES0031405462253006LB0F;16/04/2023;23;0,174;;;R
ES0031405462253006LB0F;16/04/2023;24;0,139;;;R
ES0031405462253006LB0F;17/04/2023;1;0,106;;;R
ES0031405462253006LB0F;17/04/2023;2;0,038;;;R
ES0031405462253006LB0F;17/04/2023;3;0,082;;;R
ES0031405462253006LB0F;17/04/2023;4;0,034;;;R
ES0031405462253006LB0F;17/04/2023;5;0,084;;;R
ES0031405462253006LB0F;17/04/2023;6;0,035;;;R
ES0031405462253006LB0F;17/04/2023;7;0,079;;;R
ES0031405462253006LB0F;17/04/2023;8;0,032;;;R
ES0031405462253006LB0F;17/04/2023;9;0,22;;;R
ES0031405462253006LB0F;17/04/2023;10;0,235;;;R
ES0031405462253006LB0F;17/04/2023;11;0,153;;;R
ES0031405462253006LB0F;17/04/2023;12;0,221;;;R
ES0031405462253006LB0F;17/04/2023;13;0,749;;;R
ES0031405462253006LB0F;17/04/2023;14;0,222;;;R
ES0031405462253006LB0F;17/04/2023;15;0,151;;;R
ES0031405462253006LB0F;17/04/2023;16;0,576;;;R
ES0031405462253006LB0F;17/04/2023;17;0,22;;;R
ES0031405462253006LB0F;17/04/2023;18;0,267;;;R
ES0031405462253006LB0F;17/04/2023;19;0,123;;;R
ES0031405462253006LB0F;17/04/2023;20;0,181;;;R
ES0031405462253006LB0F;17/04/2023;21;0,811;;;R
ES0031405462253006LB0F;17/04/2023;22;0,599;;;R
ES0031405462253006LB0F;17/04/2023;23;0,121;;;R
ES0031405462253006LB0F;17/04/2023;24;0,103;;;R
ES0031405462253006LB0F;18/04/2023;1;0,054;;;R
ES0031405462253006LB0F;18/04/2023;2;0,058;;;R
ES0031405462253006LB0F;18/04/2023;3;0,056;;;R
ES0031405462253006LB0F;18/04/2023;4;0,063;;;R
ES0031405462253006LB0F;18/04/2023;5;0,044;;;R
ES0031405462253006LB0F;18/04/2023;6;0,071;;;R
ES0031405462253006LB0F;18/04/2023;7;0,032;;;R
ES0031405462253006LB0F;18/04/2023;8;0,087;;;R
ES0031405462253006LB0F;18/04/2023;9;0,176;;;R
ES0031405462253006LB0F;18/04/2023;10;0,308;;;R
ES0031405462253006LB0F;18/04/2023;11;0,129;;;R
ES0031405462253006LB0F;18/04/2023;12;0,186;;;R
ES0031405462253006LB0F;18/04/2023;13;0,785;;;R
ES0031405462253006LB0F;18/04/2023;14;0,259;;;R
ES0031405462253006LB0F;18/04/2023;15;0,035;;;R
ES0031405462253006LB0F;18/04/2023;16;0,13;;;R
ES0031405462253006LB0F;18/04/2023;17;0,112;;;R
ES0031405462253006LB0F;18/04/2023;18;0,328;;;R
ES0031405462253006LB0F;18/04/2023;19;0,098;;;R
ES0031405462253006LB0F;18/04/2023;20;0,085;;;R
ES0031405462253006LB0F;18/04/2023;21;0,049;;;R
ES0031405462253006LB0F;18/04/2023;22;0,852;;;R
ES0031405462253006LB0F;18/04/2023;23;0,212;;;R
ES0031405462253006LB0F;18/04/2023;24;0,144;;;R
ES0031405462253006LB0F;19/04/2023;1;0,045;;;R
ES0031405462253006LB0F;19/04/2023;2;0,08;;;R
ES0031405462253006LB0F;19/04/2023;3;0,04;;;R
ES0031405462253006LB0F;19/04/2023;4;0,077;;;R
ES0031405462253006LB0F;19/04/2023;5;0,035;;;R
ES0031405462253006LB0F;19/04/2023;6;0,087;;;R
ES0031405462253006LB0F;19/04/2023;7;0,031;;;R
ES0031405462253006LB0F;19/04/2023;8;0,18;;;R
ES0031405462253006LB0F;19/04/2023;9;0,068;;;R
ES0031405462253006LB0F;19/04/2023;10;0,111;;;R
ES0031405462253006LB0F;19/04/2023;11;0,04;;;R
ES0031405462253006LB0F;19/04/2023;12;0,334;;;R
ES0031405462253006LB0F;19/04/2023;13;0,094;;;R
ES0031405462253006LB0F;19/04/2023;14;0,047;;;R
ES0031405462253006LB0F;19/04/2023;15;0,074;;;R
ES0031405462253006LB0F;19/04/2023;16;0,113;;;R
ES0031405462253006LB0F;19/04/2023;17;0,167;;;R
ES0031405462253006LB0F;19/04/2023;18;0,107;;;R
ES0031405462253006LB0F;19/04/2023;19;0,073;;;R
ES0031405462253006LB0F;19/04/2023;20;0,031;;;R
ES0031405462253006LB0F;19/04/2023;21;0,082;;;R
ES0031405462253006LB0F;19/04/2023;22;0,038;;;R
ES0031405462253006LB0F;19/04/2023;23;0,554;;;R
ES0031405462253006LB0F;19/04/2023;24;0,127;;;R
ES0031405462253006LB0F;20/04/2023;1;0,121;;;R
ES0031405462253006LB0F;20/04/2023;2;0,1;;;R
ES0031405462253006LB0F;20/04/2023;3;0,095;;;R
ES0031405462253006LB0F;20/04/2023;4;0,121;;;R
ES0031405462253006LB0F;20/04/2023;5;0,072;;;R
ES0031405462253006LB0F;20/04/2023;6;0,09;;;R
ES0031405462253006LB0F;20/04/2023;7;0,058;;;R
ES0031405462253006LB0F;20/04/2023;8;0,259;;;R
ES0031405462253006LB0F;20/04/2023;9;0,033;;;R
ES0031405462253006LB0F;20/04/2023;10;0,133;;;R
ES0031405462253006LB0F;20/04/2023;11;0,142;;;R
ES0031405462253006LB0F;20/04/2023;12;0,204;;;R
ES0031405462253006LB0F;20/04/2023;13;0,032;;;R
ES0031405462253006LB0F;20/04/2023;14;0,374;;;R
ES0031405462253006LB0F;20/04/2023;15;0,134;;;R
ES0031405462253006LB0F;20/04/2023;16;0,092;;;R
ES0031405462253006LB0F;20/04/2023;17;0,056;;;R
ES0031405462253006LB0F;20/04/2023;18;0,065;;;R
ES0031405462253006LB0F;20/04/2023;19;0,12;;;R
ES0031405462253006LB0F;20/04/2023;20;0,065;;;R
ES0031405462253006LB0F;20/04/2023;21;0,049;;;R
ES0031405462253006LB0F;20/04/2023;22;0,071;;;R
ES0031405462253006LB0F;20/04/2023;23;0,045;;;R
ES0031405462253006LB0F;20/04/2023;24;0,102;;;R
ES0031405462253006LB0F;21/04/2023;1;0,037;;;R
ES0031405462253006LB0F;21/04/2023;2;0,094;;;R
ES0031405462253006LB0F;21/04/2023;3;0,032;;;R
ES0031405462253006LB0F;21/04/2023;4;0,081;;;R
ES0031405462253006LB0F;21/04/2023;5;0,032;;;R
ES0031405462253006LB0F;21/04/2023;6;0,084;;;R
ES0031405462253006LB0F;21/04/2023;7;0,042;;;R
ES0031405462253006LB0F;21/04/2023;8;0,144;;;R
ES0031405462253006LB0F;21/04/2023;9;0,118;;;R
ES0031405462253006LB0F;21/04/2023;10;0,08;;;R
ES0031405462253006LB0F;21/04/2023;11;0,089;;;R
ES0031405462253006LB0F;21/04/2023;12;0,244;;;R
